,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
825,823,1,2.7,1,13,0,60,0.5,148,8,19,822,1449,905,14,11,17,1,1,1,0
826,936,0,1.0,0,1,0,18,0.2,153,3,18,1330,1686,2391,12,6,3,1,1,1,2
827,1320,0,0.5,1,7,0,48,0.2,168,5,16,103,1583,2893,8,5,9,0,0,1,2
828,637,0,2.3,0,3,1,60,0.8,97,4,4,1125,1989,374,18,4,8,1,0,1,0
829,1648,1,0.5,0,1,1,17,0.9,142,2,3,1119,1238,1184,6,2,2,1,0,1,1
830,1600,0,2.5,1,1,0,19,0.6,88,6,9,831,1713,1179,10,3,18,0,0,1,1
831,1883,1,0.5,0,3,1,10,0.3,146,6,13,836,1739,2600,16,8,20,1,0,0,3
832,880,0,2.0,1,1,1,50,0.5,194,7,3,1116,1381,827,15,9,6,1,0,1,0
833,666,1,0.5,1,7,1,54,0.4,81,3,13,58,1353,1254,15,9,9,1,1,1,0
834,1269,1,1.3,0,14,0,52,0.8,118,2,15,1597,1920,665,18,5,5,0,0,0,1
835,1303,1,2.1,0,6,1,10,0.4,109,8,15,1335,1873,2219,9,3,15,1,1,1,2
836,1251,0,0.5,1,10,1,29,0.7,133,6,16,308,591,1052,11,9,11,1,0,0,0
837,1949,0,1.8,0,0,0,20,0.8,186,5,4,518,592,1125,17,10,9,0,0,0,1
838,1132,0,1.0,0,0,0,8,0.1,157,1,4,1091,1293,1950,11,2,6,0,1,1,1
839,1362,1,2.9,0,0,0,47,0.5,186,6,4,600,1042,3629,19,17,5,0,1,1,3
840,1768,1,2.0,0,0,1,2,0.8,88,7,2,1303,1814,3256,9,6,5,1,1,0,3
841,1975,1,1.5,0,6,1,16,0.9,128,8,11,80,655,2998,5,4,13,1,1,0,2
842,1424,1,2.9,1,0,0,20,0.6,180,5,0,181,1199,2658,15,0,19,1,0,0,2
843,1763,0,0.5,1,12,0,10,0.2,184,3,19,238,1893,792,17,12,13,1,0,1,0
844,1283,1,2.4,1,8,1,33,1.0,93,3,15,510,980,773,17,7,2,1,1,0,0
845,1686,1,2.8,1,3,0,38,0.1,166,4,4,397,1453,2958,14,11,2,0,0,0,3
846,1689,1,2.4,1,0,1,13,0.9,168,2,9,521,674,1172,12,11,17,1,1,1,0
847,1307,0,1.8,0,2,0,7,0.6,88,7,3,897,1103,1412,16,9,5,0,0,1,1
848,1861,1,0.9,0,4,1,55,0.5,148,7,8,1698,1877,601,7,5,4,1,0,0,1
849,1719,1,2.1,1,0,0,52,0.1,187,3,1,417,520,2610,10,1,11,1,1,1,2
850,1979,1,1.6,1,0,0,32,0.2,165,7,1,833,1630,452,13,6,14,0,1,0,0
851,672,1,0.6,1,13,0,61,0.1,194,5,20,724,1127,1457,14,10,20,1,0,1,0
852,826,1,2.4,1,0,1,58,0.3,88,4,1,179,786,2863,9,3,18,1,0,1,2
853,1554,0,2.7,1,3,1,47,0.7,185,5,12,319,1367,509,12,3,19,1,0,0,0
854,612,1,0.5,1,1,1,20,0.8,179,8,6,1145,1487,3282,16,2,18,1,1,1,3
855,816,0,3.0,1,2,0,9,0.1,117,1,3,1196,1651,3851,10,3,14,1,0,1,3
856,1958,0,0.5,0,6,1,52,0.4,153,1,14,1524,1848,3064,7,6,3,1,0,0,3
857,1083,1,1.4,1,2,1,49,0.8,156,5,9,295,503,1338,16,8,5,1,1,1,0
858,1308,0,1.9,0,0,1,61,0.7,106,3,7,59,1215,3355,15,2,4,1,0,1,3
859,1478,1,0.8,1,12,0,48,0.7,99,5,17,694,882,1141,5,2,6,0,0,1,1
860,578,1,2.6,1,2,1,57,0.2,162,8,8,1025,1433,1270,15,3,5,1,0,1,0
861,786,0,2.2,1,0,0,33,0.5,141,7,6,507,1697,2390,12,11,5,1,0,1,2
862,1000,0,2.7,0,1,1,58,1.0,135,5,12,461,833,862,7,0,20,1,0,0,0
863,907,1,2.6,1,7,0,44,0.2,160,3,12,144,896,3911,13,6,8,0,0,0,3
864,675,0,2.4,0,1,0,42,0.6,187,7,2,482,874,2953,9,5,13,1,1,0,2
865,518,0,0.8,1,0,0,3,0.1,178,7,1,437,1947,2832,5,0,8,1,0,1,2
866,1722,1,1.0,0,7,0,25,0.8,88,6,19,1179,1638,2376,5,1,19,0,0,1,3
867,1002,1,1.8,0,1,0,45,0.7,180,7,7,948,1007,1234,19,13,18,1,1,0,0
868,675,0,2.3,0,10,0,60,0.9,144,5,15,192,757,1735,7,0,13,1,0,1,0
869,1193,1,2.3,0,7,0,20,1.0,158,7,13,1442,1904,1958,7,5,2,1,0,0,2
870,977,1,2.8,1,2,0,35,0.6,165,2,15,1502,1862,3714,19,3,10,0,1,1,3
871,553,0,2.4,1,1,1,8,0.5,121,7,3,325,902,1204,11,4,8,1,1,1,0
872,1114,0,2.8,0,4,1,9,0.4,197,3,15,1040,1071,907,10,7,17,1,1,0,0
873,1692,0,2.1,0,4,1,2,0.9,106,1,17,1899,1904,3779,9,3,7,1,1,1,3
874,535,1,0.5,1,8,1,54,0.5,145,8,15,710,939,2674,14,8,10,1,0,0,2
875,1517,0,2.5,0,2,1,8,0.8,169,4,18,570,1645,2738,18,16,12,1,0,0,2
876,1483,1,2.2,0,3,1,53,0.7,169,5,11,291,651,1744,6,3,10,1,0,0,1
877,1433,0,1.6,0,7,0,4,0.7,133,8,11,281,799,258,11,9,4,1,1,1,0
878,633,1,1.4,0,0,1,46,0.7,102,6,10,709,1915,1401,19,14,11,1,1,0,1
879,511,1,0.6,1,12,0,50,0.1,175,3,16,140,622,1484,9,7,8,1,0,0,0
880,1161,0,1.3,1,0,1,21,0.6,126,8,12,308,1169,3336,6,4,14,1,0,1,3
881,1982,1,1.6,0,2,1,12,0.2,80,5,20,287,593,1824,13,3,14,1,1,1,1
882,1610,1,2.9,0,7,1,64,0.9,181,4,12,1236,1280,941,8,4,9,1,1,0,1
883,1977,1,2.0,1,7,1,54,1.0,171,7,18,1226,1242,1971,18,7,14,1,1,0,2
884,1822,0,1.2,0,0,0,8,0.2,195,6,0,172,910,2577,9,5,8,1,1,0,2
885,574,1,3.0,0,1,1,30,0.9,126,2,3,94,1334,1167,5,3,19,1,0,0,0
886,973,0,0.5,1,5,0,53,0.5,196,5,7,105,588,1861,13,10,16,0,1,0,1
887,1342,0,2.8,0,1,0,50,0.1,173,1,8,127,620,2644,7,2,11,0,1,1,2
888,979,0,0.5,1,0,1,5,0.5,164,7,2,793,1670,3449,5,2,14,1,0,0,3
889,1413,0,0.5,1,5,0,51,0.3,117,5,11,187,517,3383,16,5,2,0,0,0,3
890,1671,0,0.6,1,7,1,61,0.1,129,2,11,263,848,2336,10,4,7,1,0,0,2
891,1602,1,2.8,1,4,1,38,0.7,114,3,20,466,788,1037,8,7,20,1,0,0,0
892,1122,0,1.2,0,9,0,2,0.6,120,4,14,331,790,3291,11,2,13,1,1,1,2
893,1154,0,2.0,0,6,1,35,0.8,159,5,16,1003,1827,3262,16,15,16,1,0,0,3
894,1331,1,1.6,0,0,0,16,0.5,165,2,7,1109,1226,1026,13,5,20,1,0,1,1
895,984,1,0.5,0,13,1,42,0.8,98,7,17,1036,1611,898,16,8,13,1,1,0,0
896,1695,1,0.5,1,2,1,47,0.5,189,5,13,308,1208,1629,8,6,11,1,1,0,1
897,681,0,0.5,1,12,1,17,0.9,194,5,19,371,1702,2548,6,1,5,1,0,1,2
898,1042,0,2.7,1,16,1,50,0.8,93,7,18,727,1705,3215,18,0,20,1,1,1,3
899,1673,1,1.6,0,2,0,42,0.5,182,5,6,214,679,3094,12,4,20,0,0,0,2
900,1876,0,2.8,1,3,1,56,0.4,182,3,4,235,585,3021,12,2,18,1,0,0,2
901,732,1,1.3,0,5,1,32,0.4,163,8,7,1661,1836,3883,12,2,5,1,0,1,3
902,1456,0,1.6,1,5,0,49,0.2,193,3,20,1285,1427,3624,12,11,16,1,1,0,3
903,726,0,2.9,0,0,0,43,0.1,101,8,0,666,760,1446,17,2,8,1,1,0,0
904,1332,0,0.8,1,2,0,11,0.5,187,2,4,758,1165,1285,5,0,9,1,1,0,1
905,1510,1,0.9,1,2,0,45,0.9,180,5,3,708,1752,3484,9,6,11,0,1,1,3
906,1421,0,2.8,0,0,1,57,0.4,165,1,2,781,1657,2775,13,8,14,1,0,1,3
907,1845,1,0.5,1,10,0,61,0.3,96,1,12,292,695,1731,9,5,6,0,0,0,1
908,926,1,0.8,0,6,1,59,0.8,161,7,14,84,793,256,18,7,2,1,0,1,0
909,729,1,2.0,0,0,0,14,0.6,135,6,2,563,1055,3397,19,15,17,1,0,1,2
910,820,0,0.5,1,2,0,58,0.3,160,4,4,468,694,1284,17,7,17,0,0,1,0
911,1949,1,0.5,1,2,1,31,0.1,145,5,9,837,1182,832,7,3,19,1,0,0,1
912,1631,0,0.5,0,2,1,13,0.5,166,2,16,960,1735,2173,12,3,8,1,1,0,2
913,1158,0,0.7,1,1,1,29,0.7,123,2,20,311,1796,1542,17,9,15,1,0,1,1
914,1775,1,1.5,0,3,0,41,0.1,163,1,7,1633,1869,2343,19,13,14,1,1,1,3
915,1219,0,1.6,1,5,0,4,0.3,169,6,7,1419,1698,1998,9,2,4,0,0,0,2
916,956,0,1.9,1,1,0,42,0.1,133,7,11,403,1614,3700,10,0,7,1,1,0,3
917,645,0,1.2,0,6,1,41,0.7,184,8,17,741,1130,714,18,2,13,1,1,0,0
918,1777,1,3.0,0,3,0,20,0.6,188,6,5,511,616,3868,5,1,7,0,1,1,3
919,1564,0,2.3,0,4,1,25,0.5,189,6,17,1259,1965,1496,6,4,7,1,1,1,1
920,564,0,1.8,1,0,1,51,0.5,168,3,1,912,1980,1074,14,8,15,1,1,0,0
921,1433,1,2.3,0,8,1,27,0.9,153,7,12,1619,1651,3900,18,16,2,1,0,1,3
922,1355,0,2.3,0,10,1,23,0.2,132,5,16,651,891,880,19,4,8,1,1,0,0
923,1397,0,2.4,1,5,1,3,0.2,121,3,15,433,1658,1378,18,15,4,1,1,1,1
924,911,1,2.2,1,1,1,28,0.5,182,2,2,157,763,2638,8,4,13,1,1,1,1
925,1496,1,1.9,1,13,0,38,0.1,126,4,14,501,506,1927,17,4,6,0,0,1,1
926,733,0,0.8,0,7,0,16,0.4,138,4,12,202,1787,2648,12,0,19,1,1,0,2
927,1138,0,1.4,0,12,1,44,0.2,187,8,17,111,1138,3475,19,3,3,1,0,0,3
928,1356,0,2.8,0,0,0,29,0.5,198,6,0,1612,1983,3702,17,0,19,0,0,0,3
929,1702,0,1.0,0,7,0,36,0.1,177,5,9,1240,1931,1430,8,6,10,0,0,0,2
930,1906,1,1.9,1,3,0,55,0.2,113,3,4,3,629,1871,13,5,4,1,0,1,1
931,1512,0,0.9,0,4,1,46,0.1,145,5,5,336,670,869,18,10,19,1,1,1,0
932,1715,1,0.5,1,1,1,18,0.1,96,6,3,674,1375,2598,17,2,3,1,0,0,3
933,942,0,1.4,1,8,0,27,0.5,91,4,9,754,1532,587,6,3,13,0,1,1,0
934,807,0,0.5,0,9,0,8,0.3,158,5,20,667,697,1284,17,13,2,0,1,1,0
935,1356,1,0.5,1,0,0,35,0.8,131,1,19,782,951,3451,5,2,17,1,1,1,3
936,1358,0,1.7,0,0,0,60,0.6,147,3,1,889,1635,440,14,10,13,1,0,0,0
937,1413,0,0.6,0,0,1,13,0.1,128,1,0,1323,1481,515,5,0,18,1,1,0,0
938,1571,0,2.9,0,1,0,30,0.9,150,7,3,805,956,586,10,9,4,0,1,1,0
939,688,1,2.5,0,9,0,40,0.2,109,5,20,376,1957,1382,12,7,8,0,1,0,1
940,1368,0,0.5,0,10,1,42,0.2,91,1,20,907,925,1590,12,0,14,1,0,0,1
941,633,1,2.2,0,0,1,49,0.1,139,8,1,529,1009,3560,11,1,16,1,1,1,2
942,1542,0,2.3,0,1,0,43,0.8,182,2,11,346,966,3601,14,4,16,0,0,0,3
943,1658,1,1.4,1,0,1,38,0.3,159,5,0,51,739,2609,12,11,19,1,0,0,2
944,1569,1,1.6,1,4,1,54,0.9,190,4,6,371,665,3905,6,2,4,1,0,0,3
945,1540,0,0.7,1,0,1,29,0.1,157,7,1,318,831,1161,11,8,5,1,0,0,0
946,771,1,0.5,1,0,1,33,0.1,157,3,17,776,1247,920,16,2,10,1,1,1,0
947,691,1,2.7,1,4,1,33,0.9,108,4,8,951,962,424,5,3,15,1,1,1,0
948,860,1,1.3,1,1,1,49,0.7,141,6,13,692,979,3869,16,14,20,1,1,1,3
949,841,0,0.5,0,6,1,11,0.3,81,5,14,125,675,957,6,5,11,1,1,0,0
950,878,1,1.3,0,13,1,31,0.5,153,4,18,575,618,3497,9,7,11,1,1,0,2
951,962,0,1.0,1,14,0,2,0.9,125,1,20,1618,1916,1491,16,2,14,1,0,0,1
952,1089,1,0.9,1,12,1,2,0.7,145,5,15,636,1259,2765,13,12,10,1,0,1,2
953,1413,0,0.5,1,4,1,39,0.1,185,5,12,1039,1318,3878,19,16,4,1,0,0,3
954,1023,1,0.7,0,2,1,63,0.7,153,7,8,367,1985,3155,11,10,7,1,1,1,3
955,1924,0,0.5,0,3,1,63,0.3,111,2,10,122,686,3423,13,3,19,1,0,0,3
956,827,1,0.6,1,9,1,35,0.2,87,6,17,23,826,2367,5,3,15,1,0,1,1
957,1712,1,0.9,1,2,0,23,1.0,155,7,19,155,663,1422,5,0,15,1,1,0,1
958,1878,0,1.5,1,5,1,56,0.3,139,5,13,183,559,2711,8,2,3,1,1,1,2
959,1086,1,1.7,1,0,1,43,0.2,111,6,1,56,1150,3285,11,5,17,1,1,0,2
960,1436,0,2.5,1,0,1,42,0.9,124,8,1,1826,1836,2736,12,5,19,1,1,0,3
961,684,1,0.9,1,3,1,63,1.0,157,5,9,159,1738,3756,17,5,12,1,1,1,3
962,504,0,2.8,1,0,0,40,0.5,178,3,0,626,1195,470,6,0,16,1,0,0,0
963,531,0,1.1,0,10,0,63,0.7,189,7,14,145,1903,2958,17,1,19,0,1,0,2
964,1745,0,2.9,0,0,1,3,0.9,105,3,0,426,1629,1308,5,0,2,1,1,0,1
965,713,0,1.4,1,4,0,53,0.8,98,1,17,123,1477,1462,19,18,13,1,0,1,0
966,936,0,0.5,1,14,1,14,0.1,164,3,17,150,1677,3761,13,1,12,1,0,0,3
967,1369,1,1.7,1,3,0,28,0.6,108,1,18,1451,1469,3206,16,15,4,0,0,0,3
968,1469,0,2.1,0,0,0,8,0.7,123,7,0,398,1133,1052,8,1,3,0,1,0,0
969,642,0,2.8,0,3,0,34,0.8,197,2,15,331,1011,3355,12,5,13,0,0,0,2
970,718,0,0.7,1,0,1,21,0.8,88,1,7,518,830,1754,17,11,9,1,0,1,1
971,839,0,2.0,1,0,0,14,0.4,175,7,3,564,1391,3835,15,8,11,1,0,0,3
972,598,1,0.8,1,8,1,62,0.1,117,8,9,118,764,3066,11,2,19,1,1,0,2
973,1254,1,2.3,0,0,1,44,0.2,149,1,10,204,1021,3011,7,4,12,1,1,0,2
974,534,0,0.5,1,0,1,16,1.0,189,5,1,393,1199,3926,16,12,20,1,0,0,3
975,712,0,0.5,0,6,0,27,0.5,86,2,11,1245,1309,2001,11,10,12,1,1,1,1
976,1799,0,1.0,0,1,1,30,0.6,123,3,9,617,1386,445,10,8,10,1,1,0,0
977,1476,0,0.5,0,0,1,43,0.7,148,2,2,1789,1972,3644,15,10,6,1,0,1,3
978,671,0,2.9,0,7,1,2,0.1,95,6,19,614,1617,2278,13,4,2,1,0,0,2
979,708,1,2.7,1,0,1,63,1.0,195,8,7,78,654,2169,6,5,7,1,1,1,1
980,1464,1,0.5,1,11,0,12,0.9,117,2,14,854,1168,3927,5,3,15,0,1,1,3
981,1876,0,0.5,0,10,1,40,0.3,86,6,14,546,1564,2513,10,8,16,1,1,0,3
982,1562,1,1.3,1,1,1,7,0.2,190,5,15,642,1533,2243,12,10,6,1,0,0,2
983,1589,0,2.5,0,5,1,51,0.8,195,1,18,810,1743,2612,8,2,16,1,0,0,2
984,1829,1,0.5,0,0,1,15,0.4,160,5,7,729,1267,2080,16,11,12,1,0,1,2
985,1303,0,1.0,1,0,1,15,0.1,138,3,10,229,1604,2574,12,4,14,1,1,1,2
986,1994,0,1.5,1,2,1,7,0.5,146,8,7,447,1435,3622,7,0,20,1,0,1,3
987,934,0,2.0,1,2,0,30,0.7,182,8,15,521,1190,703,10,8,7,0,0,1,0
988,1804,0,0.5,0,9,1,22,0.6,153,7,19,1158,1244,3472,9,1,20,1,0,1,3
989,1104,0,1.7,0,1,1,60,0.4,199,2,13,653,1413,1229,6,0,3,1,1,1,0
990,1164,0,1.0,0,4,1,19,0.9,95,8,18,729,1704,3309,15,3,3,1,0,1,3
991,622,0,0.7,0,0,1,9,0.3,127,2,0,98,511,3916,13,1,5,1,0,1,2
992,1375,0,2.9,0,2,0,20,0.4,147,6,7,596,679,3847,8,0,12,1,0,1,3
993,569,1,2.5,1,0,0,41,0.3,124,1,1,388,605,2651,17,7,4,0,0,0,1
994,1753,0,0.7,0,4,0,40,0.6,191,4,11,1652,1983,1112,8,2,15,1,1,1,1
995,1066,0,3.0,1,6,1,5,0.5,167,5,7,53,1504,1044,8,7,11,1,0,0,0
996,1678,0,2.1,0,3,1,64,0.9,134,3,11,436,536,278,19,0,10,1,1,0,0
997,1109,1,2.8,1,6,0,57,0.9,151,1,12,124,833,2785,15,10,16,1,0,0,2
998,1969,0,0.8,1,5,1,7,0.2,85,8,20,332,764,315,16,7,7,1,1,0,0
999,1441,0,2.1,1,11,1,3,0.1,118,8,17,577,1071,2317,16,4,7,1,0,1,2
1000,1343,0,2.4,1,5,1,14,0.9,81,8,10,1063,1205,462,18,7,11,1,1,1,0
1001,914,1,0.9,0,2,0,4,0.8,100,2,12,191,1495,808,11,7,5,1,1,0,0
1002,831,1,0.7,0,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,1,0,1,2
1003,1588,0,0.5,0,0,1,61,0.8,159,1,13,1064,1594,3272,18,0,17,1,1,0,3
1004,520,0,2.3,0,0,1,31,0.8,145,6,14,264,519,2753,13,7,17,1,0,1,1
1005,1177,0,0.9,0,1,0,11,1.0,181,4,7,945,1923,1887,8,5,11,1,1,1,1
1006,558,1,2.8,0,1,1,49,0.8,142,5,4,997,1605,392,10,5,8,1,1,1,0
1007,1832,0,0.7,0,2,0,2,0.6,90,7,6,186,654,2978,18,7,18,0,0,0,2
1008,912,1,2.0,0,1,0,54,0.3,161,8,5,329,1053,2330,19,5,20,0,1,0,1
1009,557,1,1.6,0,0,0,24,0.5,125,3,0,1131,1315,1305,12,8,3,1,0,1,0
1010,663,0,0.8,1,0,0,25,0.6,183,2,1,82,1605,3176,6,2,2,1,0,1,2
1011,1175,1,1.7,1,1,1,45,0.6,167,2,7,90,557,2240,10,6,5,1,1,0,1
1012,989,1,2.0,0,4,0,17,0.2,166,3,19,256,1394,3892,18,7,19,1,1,0,3
1013,609,1,3.0,0,15,1,44,0.3,117,1,16,58,1253,2581,15,11,15,1,0,1,1
1014,1012,0,0.5,1,4,0,39,0.1,161,4,6,882,1195,2802,8,0,10,1,1,0,2
1015,1189,1,2.3,0,13,0,8,0.5,198,3,14,379,932,893,9,6,13,1,1,0,0
1016,1216,0,3.0,0,4,0,47,0.4,199,3,7,1852,1967,2268,13,5,4,0,1,1,2
1017,1413,1,0.5,1,4,1,45,0.4,104,5,6,1949,1994,2973,17,8,15,1,0,1,3
1018,880,1,1.7,1,0,0,33,0.7,173,2,2,30,1350,1414,12,1,7,1,1,0,0
1019,512,1,0.5,1,7,0,15,0.9,83,3,15,249,1849,2610,18,14,15,0,1,1,2
1020,1604,1,1.9,1,0,1,63,0.6,93,5,2,641,1156,1464,15,9,20,1,1,0,1
1021,1802,0,2.7,1,0,1,10,0.6,101,7,9,253,590,696,14,7,3,1,1,0,0
1022,1350,1,0.5,1,0,1,50,0.8,181,8,4,369,544,2287,15,1,8,1,1,0,1
1023,894,0,0.5,1,1,1,50,0.5,199,3,14,1285,1462,3615,13,0,6,1,0,1,3
1024,1454,0,2.6,0,8,0,6,0.4,199,3,20,698,1018,1300,10,0,2,0,0,1,1
1025,1635,0,2.6,1,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,1,1,0,2
1026,1992,1,1.6,0,5,1,57,1.0,100,2,15,1552,1596,606,9,3,4,1,1,1,1
1027,1920,0,0.6,1,3,1,19,0.5,131,3,8,670,1152,3943,13,0,4,1,1,0,3
1028,1625,1,0.5,1,2,1,50,0.1,107,8,17,8,1219,670,16,3,8,1,0,0,0
1029,1965,1,0.5,0,4,1,29,0.5,149,5,13,584,676,2973,11,1,20,1,1,1,3
1030,1431,1,0.5,0,0,1,56,0.6,191,1,1,156,952,461,7,3,8,1,0,0,0
1031,1263,1,2.0,0,0,0,5,0.4,146,6,3,954,1609,1958,9,6,4,1,1,1,2
1032,1444,1,2.1,0,9,0,38,0.4,104,7,16,624,917,3764,14,9,10,0,0,0,3
1033,1330,1,1.8,1,1,0,40,0.5,177,1,5,194,892,2678,9,4,14,1,1,1,2
1034,1749,1,0.5,1,7,1,49,0.8,178,1,8,470,775,2195,5,4,4,1,0,1,2
1035,772,1,2.4,1,1,1,10,0.5,80,4,2,1242,1712,3242,18,11,4,1,1,0,3
1036,1676,0,1.6,0,2,0,37,0.2,145,1,3,134,1197,2515,14,8,4,1,0,1,2
1037,1748,1,0.5,1,11,1,53,0.5,114,4,20,718,1109,2633,16,0,9,1,0,0,2
1038,1510,0,0.6,1,1,0,32,0.7,135,3,8,963,1520,854,8,2,10,1,0,1,1
1039,718,0,2.8,0,10,0,59,0.8,113,6,13,1185,1387,1824,11,9,3,1,1,0,1
1040,1224,1,1.6,0,9,0,33,1.0,157,1,18,522,563,3796,10,5,13,1,1,0,3
1041,1911,0,0.9,1,1,1,36,0.7,108,8,3,868,1632,3057,9,1,5,1,1,0,3
1042,903,0,1.0,1,0,1,50,0.4,91,1,0,1230,1235,711,9,5,10,1,1,0,0
1043,891,0,1.9,1,1,1,18,0.1,153,6,3,40,1435,1303,17,16,4,1,1,1,0
1044,1971,1,0.5,1,0,0,40,0.3,186,7,19,485,922,571,8,7,17,1,1,0,0
1045,1564,0,1.4,0,5,1,26,0.1,129,6,16,117,1115,3742,13,3,13,1,1,0,3
1046,664,0,1.5,0,5,1,6,0.9,164,2,19,1076,1472,3774,11,5,18,1,0,0,3
1047,1097,0,2.1,1,6,0,64,0.2,161,3,8,419,1914,1725,14,5,9,1,0,1,1
1048,1603,1,0.5,1,1,1,17,0.5,114,2,8,430,1207,1637,17,3,11,1,0,1,1
1049,623,0,1.4,1,0,1,15,0.2,189,3,1,778,844,3510,14,4,18,1,0,1,2
1050,600,0,2.5,1,8,1,22,0.1,145,1,11,207,1162,3441,19,1,5,1,0,0,2
1051,1680,1,1.2,1,6,1,37,0.7,168,4,7,679,1231,1459,15,3,2,1,1,0,1
1052,1875,1,0.5,1,11,1,55,0.7,91,1,17,1802,1942,2712,7,2,6,1,0,1,3
1053,1490,1,0.5,1,4,1,64,0.3,150,8,8,1417,1464,3600,17,9,7,1,1,1,3
1054,922,0,1.5,1,1,1,35,0.9,188,7,15,1016,1383,1165,19,6,4,1,1,1,0
1055,842,1,1.8,1,4,0,57,1.0,124,3,10,348,730,1903,8,4,14,0,1,0,1
1056,1273,1,0.7,0,1,0,23,0.6,178,6,14,485,1399,558,8,5,13,1,0,0,0
1057,1872,1,0.9,1,0,0,16,0.5,80,2,2,286,1484,2295,15,11,16,0,0,1,2
1058,1811,0,2.9,0,0,0,33,0.2,132,8,2,1099,1553,2610,8,3,13,1,1,0,3
1059,1148,0,2.3,1,0,1,58,0.3,170,5,20,606,688,3127,10,7,11,1,0,0,2
1060,1286,1,2.3,0,10,1,16,0.1,98,2,18,18,662,424,10,5,4,1,1,0,0
1061,1627,0,0.9,1,9,1,32,0.1,180,6,16,52,1082,3206,12,6,16,1,1,0,3
1062,1248,0,2.4,0,6,1,9,0.4,89,3,8,71,1686,2454,9,8,13,1,1,0,2
1063,596,0,1.4,0,8,0,46,0.6,165,1,18,953,984,2505,15,4,15,1,1,0,1
1064,1582,0,2.8,0,2,1,44,0.5,112,6,13,1486,1797,3890,17,10,10,1,1,1,3
1065,816,1,0.5,0,4,0,14,0.9,198,3,13,149,558,1018,17,10,15,1,0,0,0
1066,1689,1,0.5,0,11,0,9,0.5,150,5,15,467,675,2637,8,4,3,1,0,0,2
1067,1860,1,2.3,0,15,0,23,0.6,162,4,16,1362,1506,3918,9,2,8,0,1,0,3
1068,1159,1,2.8,0,5,1,18,0.5,83,1,7,681,723,2246,8,1,3,1,1,0,1
1069,1569,0,2.8,1,17,0,44,0.3,110,4,20,45,1942,1260,9,2,17,1,0,0,1
1070,1712,0,1.4,0,1,0,63,0.5,137,7,12,747,1126,3652,16,1,19,1,0,0,3
1071,1157,1,0.8,0,7,0,27,0.1,88,8,8,1694,1798,2885,8,4,2,1,0,1,3
1072,1054,0,1.1,1,10,1,38,0.4,136,6,12,1097,1222,1675,18,4,14,1,1,1,1
1073,999,1,1.8,1,0,1,27,0.1,167,4,1,20,745,1344,17,10,5,1,0,0,0
1074,1715,0,1.3,0,0,1,12,0.3,94,8,6,1224,1676,1633,15,10,5,1,1,1,2
1075,1713,0,3.0,1,5,1,20,0.9,104,7,17,237,890,971,11,10,10,1,0,0,0
1076,565,0,0.6,1,1,0,50,0.1,158,2,8,543,703,2156,13,6,6,1,1,1,1
1077,1778,0,1.4,1,3,1,45,1.0,132,4,17,88,516,1624,15,13,9,1,1,0,1
1078,772,0,1.0,1,0,1,23,0.6,97,7,11,317,1805,2782,7,0,17,1,0,0,2
1079,1472,1,2.3,0,6,0,61,0.1,168,6,19,710,1052,2677,19,15,8,1,0,0,2
1080,1902,0,0.5,0,10,0,13,0.2,155,4,11,766,877,940,14,10,15,1,1,0,1
1081,1727,0,2.1,0,2,1,63,0.6,85,7,8,1463,1992,2457,19,13,7,1,0,1,3
1082,1576,0,2.6,0,7,0,58,0.2,90,3,16,400,631,336,14,8,13,1,1,1,0
1083,1896,0,0.5,1,8,1,7,0.4,141,2,13,447,794,3684,9,7,18,1,0,0,3
1084,1867,0,2.3,0,0,1,9,0.1,191,6,3,712,1442,990,6,1,2,1,0,1,1
1085,1031,1,2.1,1,2,1,11,0.1,121,2,9,532,1247,2385,11,7,16,1,0,0,2
1086,586,0,2.8,0,2,0,15,0.2,83,3,11,241,854,2592,12,8,3,0,0,0,1
1087,504,1,1.0,0,8,0,14,0.5,189,7,9,881,1129,1607,15,0,10,1,1,1,0
1088,1299,0,2.8,1,2,0,60,0.8,187,8,6,1333,1838,1412,13,1,20,0,1,1,1
1089,1830,1,0.5,0,5,0,14,0.8,160,6,6,773,1353,1905,16,3,19,1,1,1,2
1090,606,0,2.5,0,1,1,53,0.2,146,4,2,465,1152,1223,19,12,7,1,0,0,0
1091,1229,0,0.5,1,15,0,14,0.8,191,2,16,120,1878,1667,17,6,17,0,0,1,1
1092,1718,1,2.5,1,14,1,6,0.1,183,5,16,564,980,3755,7,1,8,1,1,1,3
1093,797,0,2.2,1,0,0,37,0.9,144,7,2,206,1167,2216,9,5,6,1,0,0,1
1094,1160,0,1.1,0,1,1,63,0.7,166,3,2,762,859,595,18,4,15,1,0,1,0
1095,1656,0,1.0,0,5,1,34,0.1,166,3,7,880,1456,1629,15,12,14,1,1,0,1
1096,1550,1,2.5,0,6,0,21,0.8,133,2,11,268,832,2338,16,1,15,0,1,0,2
1097,1994,1,0.7,0,5,0,5,0.4,189,2,7,86,1546,1836,12,11,18,1,0,0,2
1098,1881,0,2.2,0,4,0,51,0.3,158,5,7,477,1553,1229,12,0,14,1,0,0,1
